Time,Ego_Speed,Fused_Distance,Relative_Speed,Lead_Speed,Ego_Accel,Lead_Accel
5.4,13.2788,19.885,-0.2388,13.0401,-0.1747,1.8366
5.5,13.2682,19.8399,-0.4509,12.8173,-0.1061,-2.2279
5.6,13.2576,19.7949,-0.4509,12.8067,-0.1061,-0.1061
5.7,13.247,19.7498,-0.4509,12.7961,-0.1061,-0.1061
5.8,13.2394,19.7277,-0.221,13.0184,-0.0759,2.2237
5.9,13.2248,19.6693,-0.5839,12.6409,-0.146,-3.7757
6.0,13.2133,19.6439,-0.2539,12.9594,-0.1153,3.1851
6.1,13.2008,19.614,-0.2985,12.9023,-0.1244,-0.5705
6.2,13.1884,19.5842,-0.2985,12.8899,-0.1244,-0.1244
6.3,13.176,19.5543,-0.2985,12.8775,-0.1244,-0.1244
6.4,13.1561,19.5283,-0.2604,12.8957,-0.1987,0.1828
6.5,13.144,19.5116,-0.1666,12.9774,-0.1207,0.8168
6.6,13.1294,19.4912,-0.2041,12.9254,-0.1458,-0.5206
6.7,13.1149,19.4708,-0.2041,12.9108,-0.1458,-0.1458
6.8,13.1003,19.4504,-0.2041,12.8962,-0.1458,-0.1458
6.9,13.0798,19.4449,-0.0551,13.0247,-0.205,1.2847
7.0,13.0643,19.4372,-0.0773,12.987,-0.1546,-0.3767
7.1,13.0489,19.4294,-0.0773,12.9715,-0.1546,-0.1546
7.2,13.0334,19.4217,-0.0773,12.9561,-0.1546,-0.1546
7.3,13.03,19.4221,0.0036,13.0336,-0.034,0.775
7.4,13.0145,19.42,-0.0206,12.9939,-0.155,-0.3967
7.5,13.0008,19.4261,0.0614,13.0622,-0.1371,0.683
7.6,12.9896,19.4336,0.0749,13.0645,-0.1124,0.0225
7.7,12.979,19.44,0.0637,13.0427,-0.1055,-0.2179
7.8,12.9656,19.4444,0.0445,13.01,-0.1345,-0.3264
7.9,12.9568,19.4532,0.0872,13.044,-0.0872,0.3401
8.0,12.9481,19.4619,0.0872,13.0353,-0.0872,-0.0872
8.1,12.94,19.482,0.2011,13.1411,-0.0811,1.0578
8.2,12.952,19.4931,0.1107,13.0627,0.1205,-0.7836
8.3,12.9586,19.503,0.099,13.0577,0.066,-0.0508
8.4,12.9652,19.5129,0.099,13.0643,0.066,0.066
8.5,12.96,19.53,0.1713,13.1313,-0.0525,0.6703
8.6,12.96,19.53,0.0,12.96,0.0,-1.7129
8.7,12.952,19.5561,0.261,13.2129,-0.0805,2.5293
8.8,12.9473,19.5627,0.066,13.0133,-0.0465,-1.9963
8.9,12.9417,19.5683,0.0562,12.9979,-0.0562,-0.1543
9.0,12.9317,19.5865,0.1821,13.1138,-0.0995,1.1595
9.1,12.924,19.6039,0.1739,13.0979,-0.077,-0.159
9.2,12.9143,19.6267,0.228,13.1423,-0.0977,0.4437
9.3,12.9045,19.6495,0.228,13.1325,-0.0977,-0.0977
